TimeStamp,ElapsedTime,DisdroIntensity(mm/h),DisdroBinAccum(mm),DisdroTotalAccum(mm),DisdroNParticles,FilteredNParticles,ParticleSizeMedian(mm),ParticleSizeMode(mm),ParticleVelocityMedian(m/s),ParticleVelocityMode(m/s),DisdroTemp,DisdroKE(J/(m^2/h)),KE_Sphere(J),KE_Atlas(J),KE_Beard(J),KE_Sphere(J/m2),KE_Atlas(J/m2),KE_Beard(J/m2),KE_Sphere(J/m2/h),KE_Atlas(J/m2/h),KE_Beard(J/m2/h),KE_Sphere(J/m2/mm),KE_Atlas(J/m2/mm),KE_Beard(J/m2/mm),AvgWindSpeed(m/s),WindDir(Deg),WindDirStdDev(Deg),RadarReflectivity(dBz)
2016-12-16 01:13:00,1,0.784000,0.010000,0.010000,94.000000,94.000000,0.812000,0.812000,3,3.800000,10.000000,8.240000,0.000668,0.001039,0.001043,0.137451,0.213831,0.214693,8.247060,12.829843,12.881567,13.745100,21.383072,21.469278,2.478000,236.500000,0.014000,26.164000
2016-12-16 01:14:00,2,0.674000,0.010000,0.020000,105.000000,105.000000,0.812000,0.812000,3,3.000000,10.000000,5.530000,0.000448,0.000683,0.000671,0.092175,0.140611,0.138159,5.530511,8.436636,8.289547,9.217518,14.061060,13.815911,2.105000,222.900000,0.000000,23.099000
2016-12-16 01:15:00,3,0.963000,0.020000,0.040000,111.000000,111.000000,0.937000,0.937000,3,3.000000,10.000000,9.030000,0.000731,0.001137,0.001128,0.150510,0.234046,0.232171,9.030599,14.042746,13.930280,7.525499,11.702288,11.608567,2.532000,241.500000,0.000000,25.841000
2016-12-16 01:16:00,4,0.718000,0.010000,0.050000,106.000000,106.000000,0.937000,1.062000,3,3.400000,10.000000,6.230000,0.000505,0.000737,0.000726,0.103940,0.151726,0.149331,6.236416,9.103578,8.959864,10.394026,15.172630,14.933106,2.079000,221.500000,0.000000,23.433000
2016-12-16 01:17:00,5,0.780000,0.010000,0.060000,114.000000,114.000000,0.812000,0.812000,2.600000e+00,2.600000,10.000000,6.190000,0.000502,0.000861,0.000854,0.103194,0.177178,0.175748,6.191618,10.630670,10.544859,10.319363,17.717784,17.574766,3.131000,225.200000,0.000000,24.831000
2016-12-16 01:18:00,6,0.846000,0.020000,0.080000,121.000000,121.000000,0.937000,0.937000,3,3.000000,10.000000,7.250000,0.000587,0.000933,0.000924,0.120788,0.192013,0.190102,7.247251,11.520793,11.406138,6.039376,9.600661,9.505115,2.878000,239.300000,0.000000,24.998000
2016-12-16 01:19:00,7,0.758000,0.010000,0.090000,88.000000,88.000000,0.874500,0.687000,2.800000e+00,2.200000,10.000000,8.110000,0.000657,0.001040,0.001049,0.135215,0.214092,0.215877,8.112890,12.845494,12.952614,13.521483,21.409157,21.587690,3.464000,237.500000,0.000000,26.769000
2016-12-16 01:20:00,8,0.790000,0.010000,0.100000,109.000000,109.000000,0.812000,0.812000,2.600000e+00,3.400000,10.000000,8.510000,0.000690,0.000981,0.000980,0.141935,0.201802,0.201683,8.516103,12.108094,12.100964,14.193506,20.180157,20.168274,3.277000,248.600000,0.000000,25.399000
2016-12-16 01:21:00,9,1.156000,0.020000,0.120000,123.000000,123.000000,0.812000,0.687000,3,2.600000,10.000000,16.490000,0.001336,0.001785,0.001815,0.274865,0.367358,0.373485,16.491896,22.041477,22.409089,13.743247,18.367898,18.674241,2.545000,252.700000,0.000000,28.935000
2016-12-16 01:22:00,10,0.976000,0.020000,0.140000,117.000000,117.000000,0.812000,0.812000,3.400000e+00,4.400000,10.000000,12.800000,0.001037,0.001257,0.001258,0.213299,0.258618,0.258820,12.797942,15.517068,15.529213,10.664951,12.930890,12.941011,2.172000,221.300000,0.000000,26.205000
2016-12-16 01:23:00,11,1.356000,0.020000,0.160000,111.000000,111.000000,0.937000,0.937000,3.400000e+00,4.400000,10.000000,19.180000,0.001554,0.002068,0.002092,0.319755,0.425496,0.430538,19.185277,25.529783,25.832268,15.987731,21.274819,21.526890,1.986000,239.900000,0.000000,29.367000
2016-12-16 01:24:00,12,1.004000,0.020000,0.180000,105.000000,105.000000,0.937000,1.375000,3.400000e+00,4.400000,10.000000,12.930000,0.001048,0.001365,0.001372,0.215640,0.280817,0.282373,12.938377,16.849005,16.942359,10.781981,14.040838,14.118633,2.092000,252.300000,0.000000,27.215000
2016-12-16 01:25:00,13,1.318000,0.020000,0.200000,102.000000,102.000000,0.937000,0.812000,3.200000e+00,3.000000,10.000000,21.170000,0.001715,0.002138,0.002174,0.352918,0.439832,0.447387,21.175095,26.389902,26.843199,17.645913,21.991585,22.369333,1.866000,230.900000,0.000000,29.537000
2016-12-16 01:26:00,14,0.934000,0.020000,0.220000,100.000000,100.000000,0.874500,0.812000,3.400000e+00,4.400000,10.000000,14.630000,0.001185,0.001362,0.001379,0.243818,0.280334,0.283828,14.629072,16.820069,17.029674,12.190893,14.016724,14.191395,1.346000,267.700000,0.000000,27.305000
2016-12-16 01:27:00,15,1.614000,0.020000,0.240000,114.000000,114.000000,0.937000,0.937000,3.400000e+00,4.400000,10.000000,27.390000,0.002218,0.002790,0.002847,0.456461,0.574044,0.585812,27.387664,34.442628,35.148749,22.823053,28.702190,29.290624,1.027000,278.400000,0.000000,31.398000
2016-12-16 01:31:00,16,1.107000,0.020000,0.260000,106.000000,106.000000,0.937000,0.562000,4.400000e+00,4.400000,10.000000,21.930000,0.001777,0.001647,0.001666,0.365545,0.338876,0.342770,21.932673,20.332563,20.566187,18.277228,16.943803,17.138489,2.478000,329.000000,0.000000,27.631000
2016-12-16 01:32:00,17,0.929000,0.020000,0.280000,139.000000,139.000000,0.812000,0.687000,3.800000e+00,4.400000,10.000000,13.050000,0.001057,0.001046,0.001039,0.217431,0.215313,0.213885,13.045865,12.918777,12.833108,10.871554,10.765648,10.694256,1.599000,284.800000,0.014000,24.736000
2016-12-16 01:33:00,18,1.315000,0.020000,0.300000,154.000000,154.000000,0.812000,0.812000,3.800000e+00,4.400000,10.000000,24.600000,0.001992,0.001835,0.001853,0.409887,0.377590,0.381230,24.593220,22.655426,22.873788,20.494350,18.879522,19.061490,1.719000,290.800000,0.014000,27.910000
2016-12-16 01:34:00,19,0.674000,0.010000,0.310000,123.000000,123.000000,0.812000,0.812000,3.800000e+00,4.400000,10.000000,9.660000,0.000783,0.000691,0.000683,0.161067,0.142218,0.140520,9.664002,8.533075,8.431208,16.106670,14.221792,14.052014,1.520000,324.100000,0.000000,22.279000
2016-12-16 01:35:00,20,1.067000,0.020000,0.330000,117.000000,117.000000,0.687000,0.562000,3.800000e+00,4.400000,10.000000,26.920000,0.002181,0.001768,0.001804,0.448748,0.363724,0.371234,26.924863,21.823413,22.274040,22.437386,18.186177,18.561700,1.813000,322.500000,0.000000,28.826000
2016-12-16 01:36:00,21,0.805000,0.010000,0.340000,110.000000,110.000000,0.812000,0.562000,4.400000e+00,4.400000,10.000000,13.110000,0.001062,0.000947,0.000940,0.218551,0.194819,0.193335,13.113031,11.689160,11.600101,21.855052,19.481933,19.333501,1.799000,12.820000,0.014000,23.835000
2016-12-16 01:37:00,22,0.800000,0.020000,0.360000,114.000000,114.000000,0.812000,0.562000,3.800000e+00,4.400000,10.000000,12.750000,0.001032,0.001026,0.001030,0.212437,0.211161,0.211842,12.746239,12.669643,12.710522,10.621866,10.558036,10.592101,2.332000,24.560000,0.000000,25.117000
2016-12-16 01:38:00,23,0.776000,0.010000,0.370000,123.000000,123.000000,0.937000,0.937000,3.800000e+00,4.400000,10.000000,9.670000,0.000783,0.000804,0.000795,0.161210,0.165360,0.163675,9.672579,9.921578,9.820503,16.120965,16.535964,16.367506,1.706000,38.850000,0.000000,23.556000
2016-12-16 01:39:00,24,0.957000,0.020000,0.390000,150.000000,150.000000,0.937000,0.937000,3.400000e+00,4.400000,10.000000,10.110000,0.000819,0.000936,0.000919,0.168506,0.192566,0.189061,10.110333,11.553968,11.343639,8.425278,9.628307,9.453032,1.107000,49.620000,0.020000,23.791000
2016-12-16 01:40:00,25,0.836000,0.010000,0.400000,113.000000,113.000000,0.937000,0.937000,3.400000e+00,3.400000,10.000000,8.160000,0.000661,0.000899,0.000888,0.136054,0.185074,0.182637,8.163232,11.104463,10.958231,13.605387,18.507438,18.263718,1.213000,76.330000,0.000000,24.224000
2016-12-16 01:41:00,26,0.919000,0.010000,0.410000,127.000000,127.000000,0.937000,0.687000,3,3.400000,10.000000,9.500000,0.000770,0.001038,0.001030,0.158416,0.213533,0.211884,9.504933,12.811987,12.713026,15.841555,21.353312,21.188377,1.466000,74.180000,0.000000,25.130000
2016-12-16 01:42:00,27,1.010000,0.020000,0.430000,148.000000,148.000000,0.812000,0.812000,3.400000e+00,4.400000,10.000000,12.210000,0.000989,0.001102,0.001091,0.203430,0.226656,0.224451,12.205817,13.599382,13.467074,10.171515,11.332818,11.222562,1.093000,57.790000,0.000000,24.921000
2016-12-16 01:43:00,28,1.138000,0.020000,0.450000,165.000000,165.000000,0.812000,0.687000,3.400000e+00,4.400000,10.000000,16.010000,0.001297,0.001380,0.001381,0.266886,0.284028,0.284080,16.013135,17.041666,17.044821,13.344279,14.201388,14.204017,0.827000,21.530000,0.000000,26.351000
2016-12-16 01:44:00,29,0.943000,0.020000,0.470000,172.000000,172.000000,0.812000,0.812000,3.600000e+00,4.400000,10.000000,12.340000,0.001000,0.000972,0.000962,0.205663,0.200098,0.197974,12.339760,12.005883,11.878425,10.283133,10.004902,9.898687,0.747000,15.460000,0.000000,24.033000
2016-12-16 01:45:00,30,0.979000,0.010000,0.480000,183.000000,183.000000,0.687000,0.562000,3.400000e+00,4.400000,10.000000,15.870000,0.001285,0.001161,0.001167,0.264433,0.238896,0.240074,15.865963,14.333776,14.404442,26.443271,23.889627,24.007403,1.306000,1.370000,0.014000,25.604000
2016-12-16 01:46:00,31,0.493000,0.010000,0.490000,134.000000,134.000000,0.687000,0.687000,3.400000e+00,4.400000,10.000000,10.280000,0.000833,0.000573,0.000580,0.171380,0.117840,0.119324,10.282790,7.070387,7.159443,17.137983,11.783978,11.932404,1.599000,8.610000,0.000000,22.272000
2016-12-16 01:47:00,32,0.270000,0.010000,0.500000,97.000000,97.000000,0.562000,0.562000,3.400000e+00,3.000000,10.000000,4.170000,0.000338,0.000241,0.000240,0.069602,0.049655,0.049336,4.176106,2.979305,2.960172,6.960176,4.965509,4.933621,2.518000,350.700000,0.014000,17.410000
2016-12-16 01:48:00,33,0.501000,0.000000,0.500000,82.000000,82.000000,0.562000,0.437000,3,2.600000,10.000000,11.370000,0.000921,0.000676,0.000678,0.189512,0.139079,0.139407,11.370738,8.344733,8.364426,NaN,NaN,NaN,2.971000,338.700000,0.014000,22.449000
2016-12-16 01:49:00,34,0.427000,0.010000,0.510000,110.000000,110.000000,0.687000,0.687000,3.600000e+00,4.400000,10.000000,6.430000,0.000521,0.000378,0.000371,0.107174,0.077769,0.076379,6.430420,4.666144,4.582735,10.717367,7.776907,7.637891,3.158000,10.670000,0.000000,18.836000
2016-12-16 01:50:00,35,0.462000,0.010000,0.520000,128.000000,128.000000,0.687000,0.812000,3.400000e+00,3.800000,10.000000,7.100000,0.000575,0.000448,0.000444,0.118371,0.092082,0.091396,7.102249,5.524901,5.483750,11.837081,9.208168,9.139583,3.224000,2.936000,0.014000,20.463000
2016-12-16 01:51:00,36,0.598000,0.010000,0.530000,159.000000,159.000000,0.687000,0.687000,3.400000e+00,3.800000,10.000000,7.380000,0.000597,0.000485,0.000475,0.122938,0.099811,0.097700,7.376258,5.988633,5.861982,12.293763,9.981055,9.769971,3.118000,10.860000,0.000000,20.120000
2016-12-16 01:52:00,37,0.396000,0.010000,0.540000,133.000000,133.000000,0.687000,0.687000,3.800000e+00,4.400000,10.000000,4.130000,0.000334,0.000264,0.000257,0.068801,0.054415,0.052904,4.128072,3.264925,3.174216,6.880120,5.441542,5.290361,3.331000,4.698000,0.000000,16.952000
2016-12-16 01:53:00,38,0.375000,0.000000,0.540000,123.000000,123.000000,0.687000,0.687000,3.400000e+00,3.000000,10.000000,5.360000,0.000434,0.000313,0.000309,0.089293,0.064437,0.063649,5.357584,3.866208,3.818931,NaN,NaN,NaN,3.464000,23.050000,0.020000,18.297000
2016-12-16 01:54:00,39,0.448000,0.010000,0.550000,127.000000,127.000000,0.687000,0.687000,3.400000e+00,3.800000,10.000000,4.740000,0.000384,0.000355,0.000347,0.078998,0.072955,0.071480,4.739872,4.377282,4.288808,7.899787,7.295470,7.148013,3.810000,29.310000,0.000000,19.165000
2016-12-16 01:55:00,40,0.696000,0.010000,0.560000,169.000000,169.000000,0.812000,0.687000,3.400000e+00,4.400000,10.000000,6.170000,0.000500,0.000530,0.000516,0.102825,0.109062,0.106225,6.169507,6.543716,6.373505,10.282512,10.906193,10.622508,2.612000,321.600000,0.014000,20.819000
2016-12-16 01:56:00,41,0.673000,0.010000,0.570000,196.000000,196.000000,0.687000,0.687000,3.400000e+00,3.800000,9.000000,6.900000,0.000559,0.000483,0.000470,0.115003,0.099381,0.096637,6.900190,5.962883,5.798214,11.500316,9.938139,9.663690,1.480000,26.620000,0.000000,19.756000
2016-12-16 01:57:00,42,0.600000,0.010000,0.580000,169.000000,169.000000,0.687000,0.687000,3.400000e+00,4.400000,9.000000,7.620000,0.000617,0.000568,0.000564,0.127008,0.116898,0.116032,7.620474,7.013895,6.961922,12.700789,11.689824,11.603204,1.706000,330.500000,0.000000,21.771000
2016-12-16 01:58:00,43,0.765000,0.010000,0.590000,177.000000,177.000000,0.687000,0.687000,3.400000e+00,4.400000,9.000000,10.960000,0.000888,0.000839,0.000840,0.182681,0.172585,0.172853,10.960845,10.355078,10.371207,18.268076,17.258464,17.285345,2.478000,15.850000,0.000000,24.081000
2016-12-16 01:59:00,44,1.067000,0.020000,0.610000,213.000000,213.000000,0.812000,0.937000,3.400000e+00,3.400000,9.000000,10.710000,0.000867,0.000944,0.000925,0.178401,0.194246,0.190282,10.704036,11.654735,11.416948,8.920030,9.712279,9.514124,2.345000,65.080000,0.014000,23.646000
2016-12-16 02:00:00,45,1.140000,0.020000,0.630000,202.000000,202.000000,0.812000,0.812000,3.400000e+00,4.400000,9.000000,11.840000,0.000959,0.001095,0.001077,0.197332,0.225238,0.221603,11.839904,13.514270,13.296187,9.866587,11.261892,11.080156,0.707000,30.980000,0.000000,24.673000
2016-12-16 02:01:00,46,1.176000,0.020000,0.650000,203.000000,203.000000,0.812000,0.687000,3.400000e+00,4.400000,9.000000,14.050000,0.001138,0.001255,0.001250,0.234173,0.258326,0.257136,14.050390,15.499580,15.428162,11.708658,12.916316,12.856802,1.040000,303.900000,0.014000,26.146000
2016-12-16 02:02:00,47,1.786000,0.030000,0.680000,244.000000,244.000000,0.874500,0.937000,3.400000e+00,4.400000,9.000000,25.470000,0.002063,0.002321,0.002342,0.424465,0.477653,0.481886,25.467915,28.659176,28.913148,14.148842,15.921764,16.062860,0.867000,222.800000,0.000000,29.528000
2016-12-16 02:03:00,48,1.900000,0.030000,0.710000,197.000000,197.000000,0.937000,0.812000,3,3.000000,9.000000,22.190000,0.001797,0.002438,0.002432,0.369847,0.501570,0.500396,22.190794,30.094230,30.023757,12.328219,16.719017,16.679865,0.907000,249.400000,0.014000,29.096000
2016-12-16 02:04:00,49,1.637000,0.030000,0.740000,204.000000,204.000000,0.937000,1.062000,3.400000e+00,4.400000,9.000000,19.180000,0.001553,0.001947,0.001936,0.319621,0.400610,0.398304,19.177251,24.036625,23.898244,10.654029,13.353681,13.276802,0.960000,75.560000,0.014000,27.828000
2016-12-16 02:05:00,50,1.253000,0.020000,0.760000,121.000000,121.000000,0.937000,0.937000,3,4.400000,9.000000,13.490000,0.001093,0.001706,0.001714,0.224845,0.350952,0.352743,13.490693,21.057140,21.164603,11.242244,17.547616,17.637169,1.573000,76.140000,0.000000,28.514000
2016-12-16 02:06:00,51,0.928000,0.020000,0.780000,108.000000,108.000000,0.937000,1.062000,3,3.400000,9.000000,8.990000,0.000729,0.001120,0.001115,0.149949,0.230462,0.229410,8.996919,13.827695,13.764620,7.497432,11.523079,11.470516,2.598000,65.280000,0.000000,26.001000
2016-12-16 02:07:00,52,1.716000,0.020000,0.800000,146.000000,146.000000,1.062000,0.812000,3.400000e+00,4.400000,9.000000,18.900000,0.001531,0.002272,0.002267,0.315036,0.467514,0.466461,18.902157,28.050861,27.987638,15.751797,23.375717,23.323032,3.850000,71.840000,0.020000,29.020000
2016-12-16 02:08:00,53,1.397000,0.030000,0.830000,160.000000,160.000000,0.937000,1.187000,3.400000e+00,3.800000,9.000000,12.860000,0.001041,0.001567,0.001546,0.214256,0.322327,0.318113,12.855368,19.339647,19.086809,7.141871,10.744249,10.603783,3.677000,77.760000,0.000000,26.886000
2016-12-16 02:09:00,54,2.198000,0.030000,0.860000,205.000000,205.000000,1.062000,0.937000,3,2.600000,9.000000,18.060000,0.001464,0.002770,0.002757,0.301183,0.569934,0.567349,18.070989,34.196046,34.040967,10.039438,18.997803,18.911648,2.971000,71.350000,0.020000,30.321000
2016-12-16 02:10:00,55,1.561000,0.030000,0.890000,190.000000,190.000000,0.937000,0.937000,2.600000e+00,3.000000,9.000000,12.920000,0.001049,0.001859,0.001852,0.215881,0.382437,0.381092,12.952875,22.946201,22.865536,7.196042,12.747889,12.703075,3.557000,65.720000,0.000000,28.416000
2016-12-16 02:11:00,56,1.520000,0.030000,0.920000,173.000000,173.000000,0.937000,0.812000,3,2.600000,9.000000,15.300000,0.001240,0.001879,0.001876,0.255112,0.386620,0.386090,15.306747,23.197208,23.165411,8.503748,12.887338,12.869673,3.717000,77.020000,0.014000,28.487000
2016-12-16 02:12:00,57,1.464000,0.020000,0.940000,169.000000,169.000000,1.062000,1.062000,3,3.400000,9.000000,13.170000,0.001067,0.001704,0.001690,0.219549,0.350541,0.347660,13.172967,21.032482,20.859611,10.977472,17.527069,17.383009,2.984000,72.910000,0.000000,27.654000
2016-12-16 02:13:00,58,1.537000,0.030000,0.970000,191.000000,191.000000,0.937000,0.937000,3,3.400000,9.000000,12.940000,0.001048,0.001653,0.001627,0.215612,0.340039,0.334757,12.936747,20.402365,20.085434,7.187082,11.334647,11.158574,3.051000,69.050000,0.020000,27.084000
2016-12-16 02:14:00,59,1.280000,0.020000,0.990000,202.000000,202.000000,0.937000,1.062000,3,3.400000,9.000000,8.350000,0.000676,0.001162,0.001134,0.139175,0.239138,0.233276,8.350526,14.348274,13.996567,6.958772,11.956895,11.663806,3.557000,66.740000,0.000000,25.342000
2016-12-16 02:15:00,60,1.355000,0.020000,1.010000,198.000000,198.000000,0.937000,0.937000,3,3.000000,9.000000,9.270000,0.000751,0.001289,0.001261,0.154539,0.265217,0.259426,9.272313,15.912993,15.565586,7.726928,13.260827,12.971321,3.983000,67.720000,0.000000,25.927000
2016-12-16 02:16:00,61,1.429000,0.020000,1.030000,219.000000,219.000000,0.937000,0.812000,3,3.000000,9.000000,10.890000,0.000882,0.001407,0.001382,0.181401,0.289589,0.284462,10.884076,17.375366,17.067742,9.070063,14.479471,14.223118,3.717000,69.480000,0.000000,26.315000
2016-12-16 02:17:00,62,1.732000,0.030000,1.060000,253.000000,253.000000,0.937000,0.812000,3,3.000000,9.000000,13.010000,0.001053,0.001710,0.001677,0.216729,0.351770,0.345107,13.003744,21.106193,20.706400,7.224302,11.725663,11.503556,3.850000,75.600000,0.000000,27.145000
2016-12-16 02:18:00,63,1.018000,0.020000,1.080000,155.000000,155.000000,0.937000,0.937000,2.600000e+00,2.600000,9.000000,6.650000,0.000539,0.001006,0.000989,0.110910,0.207082,0.203456,6.654611,12.424941,12.207341,5.545509,10.354118,10.172784,3.450000,85.200000,0.000000,25.248000
2016-12-16 02:19:00,64,1.559000,0.030000,1.110000,266.000000,266.000000,0.812000,0.687000,3,4.400000,9.000000,14.220000,0.001152,0.001537,0.001515,0.236945,0.316200,0.311764,14.216718,18.971990,18.705860,7.898177,10.539994,10.392144,2.971000,28.380000,0.014000,26.722000
2016-12-16 02:20:00,65,1.514000,0.020000,1.130000,334.000000,334.000000,0.812000,0.687000,3.400000e+00,4.400000,9.000000,16.930000,0.001371,0.001316,0.001288,0.282032,0.270793,0.265040,16.921891,16.247563,15.902392,14.101576,13.539636,13.251993,1.613000,76.340000,0.000000,24.776000
2016-12-16 02:21:00,66,0.991000,0.020000,1.150000,214.000000,214.000000,0.812000,0.937000,3,3.000000,9.000000,7.860000,0.000637,0.000859,0.000842,0.131032,0.176717,0.173339,7.861921,10.603027,10.400370,6.551601,8.835856,8.666975,0.947000,75.800000,0.014000,23.768000
2016-12-16 02:22:00,67,0.994000,0.010000,1.160000,182.000000,182.000000,0.812000,0.937000,2.600000e+00,2.200000,9.000000,7.330000,0.000594,0.000923,0.000906,0.122257,0.189827,0.186412,7.335441,11.389606,11.184697,12.225735,18.982676,18.641162,1.240000,132.000000,0.000000,24.422000
2016-12-16 02:23:00,68,0.829000,0.020000,1.180000,185.000000,185.000000,0.812000,0.812000,2.600000e+00,2.600000,9.000000,4.910000,0.000398,0.000653,0.000635,0.081916,0.134270,0.130625,4.914936,8.056206,7.837471,4.095780,6.713505,6.531226,1.187000,131.800000,0.020000,22.497000
2016-12-16 02:24:00,69,0.709000,0.010000,1.190000,135.000000,135.000000,0.812000,0.812000,2.200000e+00,2.600000,10.000000,3.770000,0.000306,0.000635,0.000622,0.062966,0.130638,0.127974,3.777972,7.838302,7.678427,6.296619,13.063837,12.797378,1.706000,113.100000,0.014000,23.203000
2016-12-16 02:25:00,70,1.011000,0.020000,1.210000,156.000000,156.000000,0.937000,0.812000,2.600000e+00,3.400000,10.000000,6.620000,0.000537,0.000970,0.000950,0.110409,0.199638,0.195463,6.624520,11.978290,11.727796,5.520433,9.981909,9.773163,1.786000,87.400000,0.000000,24.786000
2016-12-16 02:26:00,71,1.467000,0.020000,1.230000,261.000000,261.000000,0.812000,0.937000,3,3.800000,10.000000,11.610000,0.000940,0.001338,0.001309,0.193382,0.275249,0.269442,11.602937,16.514968,16.166533,9.669114,13.762473,13.472111,1.999000,75.010000,0.000000,25.740000
2016-12-16 02:27:00,72,1.418000,0.020000,1.250000,226.000000,226.000000,0.937000,0.937000,3,3.400000,10.000000,10.940000,0.000886,0.001316,0.001288,0.182215,0.270789,0.265008,10.932885,16.247368,15.900454,9.110737,13.539473,13.250378,1.786000,72.130000,0.000000,25.699000
2016-12-16 02:28:00,73,2.088000,0.040000,1.290000,319.000000,319.000000,0.937000,0.937000,3,3.400000,10.000000,19.910000,0.001612,0.002246,0.002226,0.331715,0.462157,0.458068,19.902901,27.729418,27.484083,8.292876,11.553924,11.451701,1.932000,75.750000,0.000000,28.571000
2016-12-16 02:29:00,74,1.798000,0.030000,1.320000,312.000000,312.000000,0.874500,0.687000,3,3.000000,10.000000,13.470000,0.001091,0.001687,0.001655,0.224452,0.347054,0.340511,13.467123,20.823259,20.430663,7.481735,11.568477,11.350368,1.706000,76.770000,0.014000,26.966000
2016-12-16 02:30:00,75,1.597000,0.030000,1.350000,295.000000,295.000000,0.812000,0.937000,3,3.000000,10.000000,11.940000,0.000967,0.001486,0.001461,0.198873,0.305689,0.300565,11.932365,18.341355,18.033920,6.629092,10.189642,10.018845,1.520000,74.570000,0.000000,26.554000
2016-12-16 02:31:00,76,2.724000,0.040000,1.390000,317.000000,317.000000,0.937000,0.687000,3,3.400000,10.000000,34.400000,0.002786,0.003888,0.003944,0.573269,0.800039,0.811547,34.396144,48.002361,48.692845,14.331727,20.000984,20.288685,1.533000,76.530000,0.000000,32.766000
2016-12-16 02:32:00,77,3.557000,0.060000,1.450000,320.000000,320.000000,0.937000,0.937000,3,3.400000,10.000000,42.900000,0.003474,0.005291,0.005359,0.714885,1.088697,1.102695,42.893106,65.321837,66.161721,11.914752,18.144955,18.378256,1.706000,83.700000,0.000000,34.017000
2016-12-16 02:33:00,78,2.920000,0.050000,1.500000,286.000000,286.000000,0.937000,0.937000,3,3.000000,10.000000,28.760000,0.002330,0.003911,0.003923,0.479326,0.804830,0.807106,28.759582,48.289804,48.426337,9.586527,16.096601,16.142112,2.185000,79.760000,0.000000,31.981000
2016-12-16 02:34:00,79,2.301000,0.040000,1.540000,266.000000,266.000000,0.937000,0.812000,2.600000e+00,3.000000,10.000000,17.860000,0.001447,0.002665,0.002644,0.297724,0.548347,0.544040,17.863417,32.900800,32.642383,7.443090,13.708667,13.600993,2.638000,76.820000,0.014000,29.914000
2016-12-16 02:35:00,80,1.691000,0.030000,1.570000,220.000000,220.000000,0.937000,0.812000,2.600000e+00,2.600000,10.000000,13.190000,0.001069,0.001892,0.001875,0.219975,0.389208,0.385782,13.198517,23.352495,23.146944,7.332510,12.973608,12.859413,3.118000,78.980000,0.000000,28.273000
2016-12-16 02:36:00,81,1.132000,0.010000,1.580000,168.000000,168.000000,0.937000,0.812000,2.600000e+00,2.200000,10.000000,8.070000,0.000654,0.001156,0.001139,0.134516,0.237815,0.234355,8.070949,14.268870,14.061309,13.451582,23.781450,23.435514,2.971000,77.310000,0.000000,25.835000
2016-12-16 02:37:00,82,1.137000,0.020000,1.600000,134.000000,134.000000,0.937000,0.812000,2.600000e+00,3.000000,10.000000,10.780000,0.000873,0.001521,0.001536,0.179728,0.312911,0.316001,10.783702,18.774669,18.960074,8.986418,15.645558,15.800062,3.024000,102.300000,0.000000,28.720000
2016-12-16 02:38:00,83,1.608000,0.030000,1.630000,118.000000,118.000000,0.937000,0.937000,2.600000e+00,2.600000,10.000000,16.910000,0.001373,0.002670,0.002719,0.282515,0.549318,0.559363,16.950918,32.959075,33.561758,9.417176,18.310597,18.645421,3.304000,89.100000,0.014000,32.080000
2016-12-16 02:39:00,84,1.973000,0.030000,1.660000,178.000000,178.000000,0.937000,0.812000,2.600000e+00,2.600000,10.000000,24.460000,0.001983,0.003002,0.003045,0.408050,0.617669,0.626536,24.483000,37.060120,37.592139,13.601666,20.588955,20.884521,3.717000,68.800000,0.000000,31.406000
2016-12-16 02:40:00,85,1.468000,0.030000,1.690000,159.000000,159.000000,0.937000,0.812000,2.600000e+00,3.000000,10.000000,12.180000,0.000987,0.001845,0.001840,0.203020,0.379587,0.378672,12.181204,22.775216,22.720327,6.767336,12.652898,12.622404,3.743000,77.710000,0.000000,28.649000
2016-12-16 02:41:00,86,1.047000,0.020000,1.710000,119.000000,119.000000,0.937000,0.812000,2.600000e+00,3.000000,10.000000,7.320000,0.000594,0.001219,0.001206,0.122249,0.250858,0.248196,7.334939,15.051474,14.891766,6.112449,12.542895,12.409805,3.397000,96.900000,0.000000,26.476000
2016-12-16 02:42:00,87,1.052000,0.010000,1.720000,132.000000,132.000000,1.062000,0.937000,2.600000e+00,2.600000,10.000000,5.810000,0.000483,0.001221,0.001202,0.099322,0.251177,0.247305,5.959316,15.070636,14.838291,9.932193,25.117727,24.730485,3.903000,87.200000,0.000000,25.817000
2016-12-16 02:43:00,88,1.498000,0.030000,1.750000,138.000000,138.000000,1.062000,1.062000,2.200000e+00,2.200000,10.000000,15.010000,0.001230,0.002467,0.002504,0.253042,0.507541,0.515262,15.182509,30.452448,30.915737,8.434727,16.918027,17.175410,3.810000,101.300000,0.000000,31.360000
2016-12-16 02:44:00,89,2.432000,0.040000,1.790000,234.000000,234.000000,0.937000,0.937000,2.600000e+00,3.000000,10.000000,25.450000,0.002074,0.003546,0.003570,0.426716,0.729696,0.734492,25.602948,43.781742,44.069513,10.667895,18.242393,18.362297,4.276000,85.000000,0.000000,31.774000
2016-12-16 02:45:00,90,1.561000,0.020000,1.810000,178.000000,178.000000,0.937000,0.812000,2.600000e+00,3.000000,10.000000,14.280000,0.001158,0.002035,0.002040,0.238255,0.418733,0.419720,14.295272,25.124006,25.183204,11.912726,20.936671,20.986003,3.251000,99.200000,0.000000,29.362000
