-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9216.3	-7846.6	-6985.7	-6007.5	-5107.5	-3972.8	-2759.8	-1546.9	-373.43	-373.8	-1547.9	-2682.7	-4521.7	-7416.9	-9764.3	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999
-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9059.7	-6554.9	-4050.2	-1663.1	-19.598	19.291	19.041	18.857	18.672	18.501	18.286	17.981	17.619	17.311	17.032	16.742	16.473	16.191	-492.66	-3114	-6008.9	-8903.7	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999
-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9959.9	-7220	-4010.5	-1544.9	20.425	20.115	19.87	19.628	19.383	19.146	18.893	18.703	18.532	18.338	18.099	17.767	17.456	17.171	16.881	16.579	16.286	16.003	15.727	15.463	15.231	-24.097	-2175.8	-5500.8	-8825.6	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999
-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9920.7	-6671.9	-1896.7	21.061	20.828	20.561	20.261	19.974	19.701	19.469	19.226	18.986	18.744	18.539	18.354	18.155	17.899	17.593	17.398	17.073	16.72	16.435	16.123	15.854	15.562	15.334	15.101	14.857	14.61	14.353	-25.01	-2841.3	-8317.2	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999
-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9803.3	-6241.2	-1544.2	21.401	21.18	20.907	20.645	20.375	20.097	19.832	19.547	19.311	19.074	18.81	18.56	18.343	18.14	17.946	17.702	17.463	17.23	16.931	16.598	16.301	15.962	15.685	15.444	15.196	14.971	14.732	14.474	14.257	14.043	13.769	-142.93	-4171.5	-9451.5	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999
-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-6319.4	-1152.5	21.602	21.425	21.234	21.018	20.704	20.45	20.185	19.91	19.68	19.442	19.141	18.87	18.612	18.386	18.178	17.967	17.774	17.532	17.201	16.931	16.706	16.419	16.128	15.808	15.568	15.347	15.063	14.831	14.584	14.397	14.188	13.921	13.641	13.396	13.178	-2138	-9412.4	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999
-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9490.1	-3422.8	21.799	21.614	21.427	21.237	21.045	20.778	20.509	20.266	19.972	19.741	19.526	19.239	18.967	18.691	18.426	18.198	18.022	17.828	17.609	17.371	17.062	16.735	16.519	16.258	15.932	15.648	15.459	15.263	14.942	14.706	14.47	14.286	14.043	13.728	13.487	13.264	13.041	12.802	-2138.3	-9412.4	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999
-9999	-9999	-9999	-9999	-9999	-9999	-9999	-8511.5	-1465.6	21.761	21.613	21.424	21.207	21.046	20.83	20.559	20.307	20.05	19.757	19.572	19.261	19.011	18.743	18.48	18.224	18.026	17.865	17.637	17.402	17.127	16.845	16.581	16.296	16.054	15.792	15.531	15.311	15.079	14.775	14.561	14.315	14.099	13.843	13.53	13.31	13.093	12.884	12.656	12.395	-2138.7	-7574.5	-9803.5	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999
-9999	-9999	-9999	-9999	-9999	-9999	-7728.6	-800.11	21.745	21.578	21.419	21.213	21.002	20.814	20.587	20.335	20.111	19.821	19.571	19.369	19.058	18.78	18.51	18.263	18.007	17.819	17.66	17.41	17.177	16.92	16.641	16.381	16.116	15.878	15.646	15.387	15.127	14.82	14.584	14.419	14.123	13.909	13.658	13.372	13.163	12.958	12.729	12.515	12.255	11.979	11.761	-535.92	-3195.1	-5971.5	-8826	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999
-9999	-9999	-9999	-9999	-9999	-7141.4	-369.53	21.733	21.527	21.377	21.17	20.986	20.777	20.59	20.416	20.13	19.887	19.604	19.373	19.129	18.848	18.582	18.312	18.029	17.782	17.618	17.426	17.204	16.943	16.709	16.44	16.191	15.918	15.696	15.462	15.184	14.918	14.625	14.41	14.244	13.923	13.702	13.444	13.185	12.999	12.805	12.577	12.334	12.052	11.795	11.563	11.32	11.081	10.867	10.568	-1397.3	-4056.2	-6675.8	-9178	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999
-9999	-9999	-9999	-9999	-9137.8	-800.11	21.733	21.546	21.368	21.184	21	20.801	20.597	20.409	20.186	19.875	19.643	19.378	19.154	18.917	18.694	18.41	18.104	17.811	17.589	17.405	17.185	16.944	16.7	16.509	16.237	15.978	15.732	15.474	15.229	14.97	14.701	14.396	14.182	14.003	13.751	13.524	13.258	13.038	12.862	12.679	12.441	12.154	11.827	11.58	11.322	11.077	10.822	10.579	10.367	10.032	9.7676	9.4939	-68.942	-1867.5	-3705.1	-4174.4	-4409.1	-5816.5	-7810	-9647.2	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999
-9999	-9999	-9999	-9999	-3109.7	21.742	21.569	21.403	21.227	21.047	20.839	20.629	20.433	20.218	19.977	19.666	19.449	19.191	18.985	18.749	18.509	18.236	17.904	17.61	17.388	17.147	16.944	16.713	16.483	16.278	16.047	15.779	15.54	15.289	15.002	14.708	14.443	14.211	13.983	13.719	13.553	13.303	13.078	12.883	12.703	12.512	12.256	11.921	11.643	11.394	11.138	10.828	10.47	10.227	10.016	9.743	9.4831	9.2323	9.0337	8.8323	8.5046	8.1365	7.8684	7.6632	7.3564	-149.43	-1791.3	-3784.7	-5582.7	-7302.4	-9022	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999
-9999	-9999	-9999	-6789.2	21.68	21.566	21.385	21.223	21.084	20.864	20.674	20.435	20.201	19.977	19.723	19.483	19.255	19.024	18.796	18.548	18.298	18.024	17.682	17.418	17.187	16.95	16.742	16.519	16.25	16.042	15.821	15.601	15.334	15.059	14.764	14.471	14.241	14.04	13.734	13.49	13.29	13.064	12.876	12.708	12.508	12.338	12.057	11.733	11.511	11.242	10.919	10.601	10.205	9.98	9.7178	9.4294	9.1707	8.9513	8.7747	8.5645	8.219	7.9042	7.6433	7.3902	7.0555	6.6672	6.4182	6.1469	5.8757	5.6357	5.2464	-698.48	-2457.2	-4176.8	-7185.7	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999
-9999	-9999	-9999	-2914.2	21.472	21.342	21.194	21.037	20.908	20.673	20.468	20.216	19.982	19.777	19.556	19.327	19.087	18.835	18.595	18.362	18.09	17.797	17.5	17.24	16.994	16.758	16.527	16.276	16.045	15.759	15.57	15.349	15.031	14.75	14.516	14.316	14.06	13.763	13.455	13.242	13.066	12.896	12.706	12.514	12.313	12.125	11.885	11.581	11.322	11	10.648	10.277	9.9405	9.7741	9.412	9.1371	8.902	8.7101	8.5145	8.2824	7.9283	7.6787	7.4195	7.1399	6.789	6.4367	6.1594	5.9428	5.6354	5.3205	4.9491	4.5892	4.301	3.9893	3.6802	-2887.9	-8475.2	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999
-9999	-9999	-9294.5	-174.36	21.212	21.084	20.988	20.831	20.648	20.456	20.233	20.01	19.773	19.612	19.377	19.149	18.886	18.615	18.386	18.149	17.874	17.607	17.333	17.041	16.773	16.529	16.29	16.017	15.77	15.531	15.341	15.099	14.819	14.586	14.361	14.098	13.766	13.491	13.234	13.02	12.843	12.698	12.538	12.346	12.149	11.933	11.688	11.425	11.121	10.718	10.322	10.045	9.7212	9.5056	9.1296	8.886	8.6918	8.4528	8.1989	7.9652	7.7273	7.4717	7.1975	6.8888	6.5458	6.2186	5.9024	5.6478	5.3817	5.0728	4.7289	4.4082	4.0921	3.7711	3.4797	3.1737	-192.51	-5388.9	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999
-9999	-9999	-5928.3	21.083	20.96	20.853	20.755	20.621	20.416	20.217	20.003	19.761	19.553	19.364	19.175	18.985	18.639	18.392	18.18	17.931	17.637	17.376	17.142	16.8	16.555	16.322	16.072	15.792	15.517	15.302	15.13	14.91	14.604	14.378	14.113	13.798	13.511	13.245	12.991	12.804	12.652	12.498	12.332	12.17	11.973	11.701	11.472	11.212	10.858	10.475	10.104	9.8132	9.4831	9.2382	8.9404	8.6727	8.4019	8.1528	7.9132	7.7024	7.5104	7.2573	6.9994	6.7149	6.4063	6.0344	5.7239	5.4123	5.1091	4.8227	4.5172	4.221	3.8979	3.5888	3.2579	2.9285	2.6033	2.189	-4412.6	-9960	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999
-9999	-9999	-2444.9	20.832	20.695	20.624	20.549	20.379	20.171	19.966	19.718	19.514	19.307	19.112	18.955	18.703	18.388	18.137	17.942	17.682	17.405	17.175	16.922	16.619	16.313	16.084	15.864	15.622	15.328	15.066	14.926	14.686	14.258	14.009	13.785	13.487	13.264	12.999	12.764	12.578	12.437	12.296	12.108	11.954	11.734	11.425	11.152	10.919	10.584	10.19	9.8763	9.5334	9.2991	9.0158	8.7701	8.4989	8.2066	7.9499	7.6914	7.4657	7.2537	7.0171	6.7926	6.5329	6.2018	5.8518	5.5298	5.2251	4.9132	4.6202	4.3332	4.0234	3.7218	3.417	3.0729	2.7223	2.315	1.9427	1.6132	-3670.7	-9920.9	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999
-9999	-8942.2	-57.596	20.574	20.456	20.386	20.268	20.12	19.912	19.693	19.449	19.24	19.057	18.885	18.641	18.423	18.161	17.916	17.69	17.434	17.195	16.999	16.794	16.45	16.124	15.86	15.651	15.421	15.159	14.84	14.68	14.327	13.998	13.753	13.505	13.237	12.986	12.764	12.551	12.364	12.173	12.051	11.856	11.698	11.466	11.185	10.863	10.561	10.255	9.9295	9.6211	9.2898	9.0978	8.83	8.6265	8.3297	8.046	7.8056	7.5048	7.2189	6.9678	6.7781	6.5696	6.3096	6.0138	5.6734	5.307	5.0069	4.716	4.4273	4.1222	3.8524	3.5698	3.2505	2.9246	2.5159	2.1186	1.8022	1.482	1.1504	-4335	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999
-9999	-5498	20.436	20.316	20.23	20.132	20.005	19.847	19.697	19.46	19.224	19.049	18.868	18.605	18.361	18.163	17.941	17.723	17.518	17.264	17.027	16.803	16.576	16.236	15.885	15.612	15.375	15.167	14.944	14.618	14.407	14.104	13.771	13.509	13.261	13.028	12.774	12.556	12.328	12.109	11.9	11.743	11.588	11.399	11.196	10.877	10.586	10.305	9.9724	9.6798	9.4031	9.1014	8.8728	8.6761	8.4535	8.1529	7.8607	7.6468	7.351	7.0131	6.7101	6.5034	6.321	6.0804	5.7587	5.3707	5.0448	4.8287	4.5607	4.2483	3.9645	3.6754	3.3884	3.0339	2.7431	2.3409	2.0016	1.6775	1.3954	1.0416	0.73615	-5428.9	-9999	-9999	-9999	-9999	-9999	-9999	-9999
-9999	-2014.9	20.193	20.079	19.986	19.875	19.762	19.618	19.462	19.243	19.034	18.87	18.642	18.384	18.151	17.953	17.734	17.517	17.263	17.029	16.782	16.527	16.273	16.01	15.703	15.42	15.181	14.963	14.749	14.469	14.166	13.899	13.582	13.29	13.059	12.854	12.565	12.325	12.096	11.836	11.612	11.458	11.35	11.168	10.934	10.592	10.338	10.063	9.7617	9.4634	9.211	8.9537	8.6788	8.4876	8.2682	7.9535	7.6273	7.4261	7.1498	6.8106	6.5103	6.2276	6.007	5.7512	5.4297	5.0994	4.8382	4.6271	4.4086	4.0902	3.7719	3.4455	3.0798	2.7826	2.6007	2.1582	1.7707	1.506	1.2433	0.902	0.60916	-38.742	-6640	-9999	-9999	-9999	-9999	-9999	-9999
-8550.9	20.107	19.973	19.86	19.767	19.663	19.538	19.416	19.242	19.027	18.859	18.658	18.392	18.179	17.974	17.737	17.467	17.216	16.998	16.769	16.566	16.277	15.998	15.757	15.507	15.213	14.987	14.774	14.502	14.231	13.954	13.703	13.413	13.12	12.861	12.603	12.305	12.081	11.836	11.538	11.293	11.12	11.005	10.767	10.565	10.273	10.081	9.8173	9.4514	9.1927	8.9576	8.746	8.4503	8.2251	8.0299	7.7257	7.391	7.1883	6.9103	6.6169	6.3338	6.0193	5.6852	5.3594	5.1229	4.904	4.6674	4.4026	4.1833	3.8866	3.5743	3.1889	2.8133	2.52	2.3396	1.9655	1.5901	1.3312	1.0753	0.73847	0.41338	0.10654	-468.91	-8280.5	-9999	-9999	-9999	-9999	-9999
